City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
296,Port Hardy,CA,50.7,-127.42,60.8,63,75,10.29,broken clouds,0.0,0.0
297,Ancud,CL,-41.87,-73.82,51.01,100,90,14.99,overcast clouds,0.0,0.0
298,Victoria Point,AU,-27.58,153.3,71.01,67,9,3.0,clear sky,0.0,0.0
299,Tolbazy,RU,54.02,55.88,46.4,87,0,6.71,clear sky,0.0,0.0
300,Mafinga,TZ,-7.25,35.07,62.24,70,70,2.91,broken clouds,0.0,0.0
301,Bredasdorp,ZA,-34.53,20.04,51.8,93,0,6.93,clear sky,0.0,0.0
302,Aswan,EG,24.09,32.91,80.51,19,0,8.43,clear sky,0.0,0.0
303,Minas,UY,-34.38,-55.24,52.0,93,90,27.51,moderate rain,0.0,0.0
304,Bilibino,RU,68.05,166.44,43.95,78,100,8.1,overcast clouds,0.0,0.0
305,Wilmington,US,34.23,-77.94,73.99,94,1,5.82,light rain,0.25,0.0
306,Kaliua,TZ,-5.06,31.79,67.55,52,68,6.4,broken clouds,0.0,0.0
307,Campobello Di Mazara,IT,37.64,12.74,77.0,82,0,6.93,clear sky,0.0,0.0
308,San Andres,CO,12.58,-81.7,84.2,79,75,10.29,broken clouds,0.0,0.0
309,Koygorodok,RU,60.45,51.0,47.91,71,87,4.76,overcast clouds,0.0,0.0
310,Lugovoy,KZ,42.95,72.76,74.98,37,91,12.26,overcast clouds,0.0,0.0
311,Bonavista,CA,48.65,-53.11,59.47,94,31,15.41,scattered clouds,0.0,0.0
312,Nanortalik,GL,60.14,-45.24,40.14,88,75,3.13,broken clouds,0.0,0.0
313,Tucurui,BR,-3.77,-49.67,76.32,82,100,1.1,light rain,0.13,0.0
314,Marsh Harbour,BS,26.54,-77.06,83.95,69,0,8.03,clear sky,0.0,0.0
315,Eydhafushi,MV,5.1,73.07,83.55,75,100,9.51,overcast clouds,0.0,0.0
316,Avdon,RU,54.67,55.72,46.4,87,0,6.71,clear sky,0.0,0.0
317,Dharchula,IN,29.85,80.53,72.82,69,84,1.88,light rain,0.21,0.0
318,Kristiinankaupunki,FI,62.27,21.38,58.87,83,100,10.98,light rain,0.26,0.0
319,Kuzovatovo,RU,53.55,47.69,48.92,86,100,3.6,overcast clouds,0.0,0.0
320,Birao,CF,10.28,22.79,73.06,90,100,3.0,light rain,0.99,0.0
321,Rio Gallegos,AR,-51.62,-69.22,19.4,92,0,3.36,clear sky,0.0,0.0
322,Tandur,IN,17.23,77.58,76.17,87,100,8.93,overcast clouds,0.0,0.0
323,Qaqortoq,GL,60.72,-46.03,44.6,75,96,10.29,overcast clouds,0.0,0.0
324,Bozoum,CF,6.32,16.38,67.08,91,98,2.06,overcast clouds,0.0,0.0
325,Dawson Creek,CA,55.77,-120.24,62.6,67,75,16.11,broken clouds,0.0,0.0
326,Vanimo,PG,-2.67,141.3,85.89,60,100,3.76,light rain,0.23,0.0
327,Barbalha,BR,-7.31,-39.3,71.04,72,2,5.66,clear sky,0.0,0.0
328,Cairns,AU,-16.92,145.77,73.4,88,75,11.41,light intensity shower rain,0.0,0.0
329,Koungou,YT,-12.73,45.2,78.8,74,20,21.92,few clouds,0.0,0.0
330,Skjervoy,NO,70.03,20.97,45.97,83,100,9.46,overcast clouds,0.0,0.0
331,Pratapgarh,IN,24.03,74.78,83.3,71,11,11.59,few clouds,0.0,0.0
332,Erdenet,MN,49.03,104.08,66.51,56,0,10.18,clear sky,0.0,0.0
333,Rudsar,IR,37.14,50.29,71.6,73,20,4.7,few clouds,0.0,0.0
334,Darab,IR,28.75,54.54,75.31,31,0,3.67,clear sky,0.0,0.0
335,Jalu,LY,29.03,21.55,74.59,38,0,6.58,clear sky,0.0,0.0
336,Arlit,NE,18.74,7.39,85.93,13,0,3.89,clear sky,0.0,0.0
337,Evensk,RU,61.95,159.23,60.73,33,0,11.56,clear sky,0.0,0.0
338,Omboue,GA,-1.57,9.26,70.14,87,65,1.92,broken clouds,0.0,0.0
339,Kuminskiy,RU,58.67,66.57,52.29,70,100,5.91,overcast clouds,0.0,0.0
340,Uarini,BR,-2.99,-65.11,74.07,95,94,1.41,overcast clouds,0.0,0.0
341,Rapid Valley,US,44.06,-103.15,77.0,27,1,8.05,clear sky,0.0,0.0
342,Mukhen,RU,48.1,136.1,78.53,48,0,5.06,clear sky,0.0,0.0
343,Itarema,BR,-2.92,-39.92,75.81,82,0,7.56,clear sky,0.0,0.0
344,Buldana,IN,20.53,76.18,78.71,72,90,5.77,overcast clouds,0.0,0.0
345,Ilam,NP,26.92,87.92,73.74,79,16,1.7,few clouds,0.0,0.0
346,Aksum,ET,14.12,38.72,62.85,73,1,0.67,clear sky,0.0,0.0
347,Winnemucca,US,40.97,-117.74,78.8,10,1,6.93,clear sky,0.0,0.0
348,Saint George,US,37.1,-113.58,89.01,9,1,6.93,clear sky,0.0,0.0
349,Alofi,NU,-19.06,-169.92,79.81,82,59,17.94,moderate rain,1.11,0.0
350,Sitka,US,57.05,-135.33,57.2,71,75,16.11,broken clouds,0.0,0.0
351,Ghanzi,BW,-21.57,21.78,47.8,51,0,8.01,clear sky,0.0,0.0
352,Voyvozh,RU,62.89,54.96,47.39,70,98,4.38,overcast clouds,0.0,0.0
353,Hueyapan,MX,18.87,-98.67,59.74,93,100,0.27,moderate rain,1.22,0.0
354,Clinton,US,42.59,-82.92,79.0,78,40,3.36,scattered clouds,0.0,0.0
355,Riom,FR,45.92,2.92,62.6,88,0,2.37,clear sky,0.0,0.0
356,Luderitz,NA,-26.65,15.16,62.6,21,0,5.82,clear sky,0.0,0.0
357,Terney,RU,45.05,136.61,67.19,55,93,6.51,overcast clouds,0.0,0.0
358,Chumikan,RU,54.72,135.31,46.65,95,100,2.64,light rain,0.68,0.0
359,Alta Floresta,BR,-9.88,-56.09,71.04,69,0,1.57,clear sky,0.0,0.0
360,Santa Cruz,BO,-17.8,-63.17,69.8,94,75,2.24,broken clouds,0.0,0.0
361,Warrnambool,AU,-38.38,142.48,57.0,63,0,19.66,clear sky,0.0,0.0
362,Lamu,KE,-2.27,40.9,77.41,80,85,16.73,overcast clouds,0.0,0.0
363,Montepuez,MZ,-13.13,39.0,60.35,86,6,12.46,clear sky,0.0,0.0
364,Inverell,AU,-29.78,151.12,66.0,63,0,1.99,clear sky,0.0,0.0
365,Pochutla,MX,15.74,-96.47,77.0,93,100,3.24,overcast clouds,0.0,0.0
366,Indramayu,ID,-6.33,108.32,82.72,69,0,9.64,clear sky,0.0,0.0
367,Necochea,AR,-38.55,-58.74,46.99,84,78,11.01,broken clouds,0.0,0.0
368,Boulsa,BF,12.67,-0.58,83.89,59,100,1.34,light rain,0.68,0.0
369,Temiscaming,CA,46.72,-79.1,75.0,64,20,4.7,few clouds,0.0,0.0
370,Outlook,CA,51.5,-107.05,64.0,95,100,5.44,light rain,0.19,0.0
371,Minab,IR,27.15,57.08,89.6,75,20,4.7,haze,0.0,0.0
372,Bonga,ET,7.28,36.23,57.74,90,91,1.19,overcast clouds,0.0,0.0
373,Grand Island,US,40.92,-98.34,87.8,66,20,8.05,few clouds,0.0,0.0
374,Koumac,NC,-20.57,164.28,70.9,61,36,17.78,scattered clouds,0.0,0.0
375,Mbini,GQ,1.57,9.61,75.2,100,40,2.24,scattered clouds,0.0,0.0
376,Cubara,CO,7.0,-72.11,73.09,69,35,3.62,scattered clouds,0.0,0.0
377,Pisco,PE,-13.7,-76.22,62.6,82,40,3.36,scattered clouds,0.0,0.0
378,Ures,MX,29.43,-110.4,96.01,32,33,7.0,scattered clouds,0.0,0.0
379,Northallerton,GB,54.34,-1.43,55.4,82,98,2.24,overcast clouds,0.0,0.0
380,Westport,US,41.14,-73.36,68.0,97,22,3.15,light rain,0.15,0.0
381,Riviere-Au-Renard,CA,49.0,-64.4,60.8,93,40,3.36,scattered clouds,0.0,0.0
382,Razole,IN,16.48,81.83,84.78,77,99,1.1,light rain,0.53,0.0
383,Caceres,ES,39.52,-6.37,68.0,73,0,3.0,clear sky,0.0,0.0
384,Kazanskaya,RU,45.41,40.44,65.79,91,0,4.38,clear sky,0.0,0.0
385,Pulandian,CN,39.4,121.97,82.4,61,0,6.71,clear sky,0.0,0.0
386,Saint Anthony,US,45.02,-93.22,84.99,62,75,14.99,broken clouds,0.0,0.0
387,Ak-Dovurak,RU,51.18,90.6,64.33,71,95,1.63,overcast clouds,0.0,0.0
388,Kaoma,ZM,-14.78,24.8,53.74,72,0,6.31,clear sky,0.0,0.0
389,Natagaima,CO,3.62,-75.09,78.93,59,15,3.15,few clouds,0.0,0.0
390,Maxixe,MZ,-23.86,35.35,64.31,82,11,9.51,few clouds,0.0,0.0
391,Girne,CY,35.34,33.32,71.6,94,0,11.27,clear sky,0.0,0.0
392,Mlonggo,ID,-6.53,110.7,82.4,69,20,2.24,haze,0.0,0.0
393,Maragheh,IR,37.39,46.24,63.19,40,0,8.57,clear sky,0.0,0.0
394,Ossora,RU,59.24,163.07,56.07,40,51,16.55,broken clouds,0.0,0.0
395,Nusaybin,TR,37.08,41.22,80.26,34,30,9.69,scattered clouds,0.0,0.0
396,Haimen,CN,23.19,116.61,87.8,74,40,4.47,scattered clouds,0.0,0.0
397,Staryy Nadym,RU,65.61,72.68,52.38,72,41,1.66,scattered clouds,0.0,0.0
398,Nuuk,GL,64.18,-51.72,44.6,81,75,8.05,broken clouds,0.0,0.0
399,Port Hedland,AU,-20.32,118.57,73.4,49,89,4.7,overcast clouds,0.0,0.0
400,Maniitsoq,GL,65.42,-52.9,50.7,63,100,9.98,overcast clouds,0.0,0.0
401,Biak,ID,-0.91,122.88,77.58,83,100,3.78,moderate rain,1.18,0.0
402,Riyadh,SA,24.69,46.72,84.2,26,0,1.74,clear sky,0.0,0.0
403,Jacareacanga,BR,-6.22,-57.75,77.05,72,63,1.45,broken clouds,0.0,0.0
404,Kirakira,SB,-10.45,161.92,81.81,78,29,10.74,light rain,0.33,0.0
405,Comodoro Rivadavia,AR,-45.87,-67.5,39.2,100,75,8.28,drizzle,0.0,0.0
406,Hervey Bay,AU,-25.3,152.85,70.0,70,4,3.0,clear sky,0.0,0.0
407,Hovd,MN,48.01,91.64,62.92,48,97,8.19,light rain,0.41,0.0
408,Ikom,NG,5.97,8.71,69.82,98,75,0.58,broken clouds,0.0,0.0
409,Vuktyl,RU,63.86,57.31,47.79,72,99,4.52,overcast clouds,0.0,0.0
410,Eyl,SO,7.98,49.82,81.46,64,100,26.31,overcast clouds,0.0,0.0
411,Hami,CN,42.8,93.45,78.93,26,0,2.64,clear sky,0.0,0.0
412,Te Anau,NZ,-45.42,167.72,42.58,71,44,3.33,scattered clouds,0.0,0.0
413,Ocean City,US,39.28,-74.57,73.4,73,20,5.82,few clouds,0.0,0.0
414,Severo-Kurilsk,RU,50.68,156.12,51.85,69,1,9.31,clear sky,0.0,0.0
415,Manggar,ID,-2.88,108.27,81.88,83,97,15.5,moderate rain,1.69,0.0
416,La Rioja,ES,42.25,-2.5,69.8,77,0,2.24,light rain,0.25,0.0
417,Ushirombo,TZ,-3.49,31.96,66.56,54,87,4.23,overcast clouds,0.0,0.0
418,Quatre Cocos,MU,-20.21,57.76,66.0,93,20,4.7,few clouds,0.0,0.0
419,Pushkino,RU,56.02,37.87,64.0,87,75,11.18,broken clouds,0.0,0.0
420,Half Moon Bay,US,37.46,-122.43,73.4,87,75,10.29,haze,0.0,0.0
421,Kolno,PL,53.41,21.93,56.55,85,95,8.77,overcast clouds,0.0,0.0
422,Crotone,IT,39.09,17.12,76.77,63,0,4.18,clear sky,0.0,0.0
423,Solnechnyy,RU,50.72,136.63,56.01,74,100,8.46,overcast clouds,0.0,0.0
424,Hambantota,LK,6.12,81.12,77.0,100,75,1.12,broken clouds,0.0,0.0
425,North Bend,US,43.41,-124.22,66.0,72,1,14.99,moderate rain,1.78,0.0
426,Sao Felix Do Xingu,BR,-6.64,-51.99,73.33,72,23,2.3,few clouds,0.0,0.0
427,Planeta Rica,CO,8.41,-75.59,75.51,90,100,9.84,overcast clouds,0.0,0.0
428,Barra Velha,BR,-26.63,-48.68,55.4,100,40,2.24,scattered clouds,0.0,0.0
429,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,50.34,59,18,6.29,few clouds,0.0,0.0
430,Pyu,MM,18.48,96.43,81.43,85,100,4.88,light rain,0.55,0.0
431,San Patricio,MX,19.22,-104.7,86.0,66,40,17.22,scattered clouds,0.0,0.0
432,Ust-Ilimsk,RU,58.0,102.66,79.45,54,14,6.76,few clouds,0.0,0.0
433,Pontianak,ID,-0.03,109.33,83.32,70,52,3.91,broken clouds,0.0,0.0
434,Goderich,CA,43.75,-81.72,73.0,71,0,8.72,clear sky,0.0,0.0
435,Bilma,NE,18.69,12.92,81.81,15,0,1.21,clear sky,0.0,0.0
436,Comitancillo,GT,15.08,-91.72,48.0,91,96,3.83,overcast clouds,0.0,0.0
437,Talcahuano,CL,-36.72,-73.12,51.89,88,100,16.15,moderate rain,1.76,0.0
438,Kemijarvi,FI,66.71,27.43,51.78,95,100,8.16,moderate rain,1.08,0.0
439,Qostanay,KZ,53.17,63.58,51.8,93,75,8.95,broken clouds,0.0,0.0
440,Tabas,IR,33.6,56.92,84.2,17,0,2.24,clear sky,0.0,0.0
441,Rocha,UY,-34.48,-54.33,53.38,92,100,30.8,heavy intensity rain,7.58,0.0
442,Bathsheba,BB,13.22,-59.52,80.6,83,40,12.75,scattered clouds,0.0,0.0
443,Sinegorye,RU,62.08,150.48,55.6,41,100,6.6,overcast clouds,0.0,0.0
444,Gisborne,NZ,-38.65,178.0,52.0,51,99,11.99,light rain,0.2,0.0
445,Naze,JP,28.37,129.48,77.0,94,75,10.29,light intensity shower rain,0.0,0.0
446,Hare Bay,CA,48.85,-54.01,68.0,88,20,8.05,few clouds,0.0,0.0
447,Prince George,CA,53.92,-122.75,55.99,93,90,6.93,overcast clouds,0.0,0.0
448,Neiafu,TO,-18.65,-173.98,78.8,83,75,11.74,broken clouds,0.0,0.0
449,Watertown,US,42.37,-71.18,68.0,93,90,3.53,overcast clouds,0.0,0.0
450,Oshkosh,US,44.02,-88.54,82.0,69,1,10.29,clear sky,0.0,0.0
451,Nouakchott,MR,18.09,-15.98,77.0,83,0,9.17,clear sky,0.0,0.0
452,Rorvik,NO,64.86,11.24,49.8,67,100,20.89,light rain,0.12,0.0
453,Bria,CF,6.54,21.99,67.69,96,59,2.19,broken clouds,0.0,0.0
454,Paamiut,GL,61.99,-49.67,39.79,95,100,3.04,overcast clouds,0.0,0.0
455,Sakaiminato,JP,35.55,133.23,69.8,88,75,16.11,light intensity shower rain,0.0,0.0
456,Komsomolskiy,UZ,40.43,71.72,77.0,29,35,4.7,scattered clouds,0.0,0.0
457,Bubaque,GW,11.28,-15.83,80.6,80,100,6.96,overcast clouds,0.0,0.0
458,Nisia Floresta,BR,-6.09,-35.21,73.4,94,40,2.24,scattered clouds,0.0,0.0
459,Yerbogachen,RU,61.28,108.01,81.97,46,100,1.57,overcast clouds,0.0,0.0
460,Benguela,AO,-12.58,13.41,66.4,86,0,3.51,clear sky,0.0,0.0
461,Talas,TR,38.69,35.55,51.8,93,0,2.53,clear sky,0.0,0.0
462,Miri,MY,4.41,114.01,86.0,84,20,2.24,few clouds,0.0,0.0
463,Njombe,TZ,-9.33,34.77,50.94,94,80,8.05,broken clouds,0.0,0.0
464,Geraldton,AU,-28.77,114.6,60.8,87,75,8.05,broken clouds,0.0,0.0
465,Pemba,MZ,-12.97,40.52,70.54,79,2,16.98,clear sky,0.0,0.0
466,Paragominas,BR,-2.97,-47.48,71.53,98,15,2.35,few clouds,0.0,0.0
467,Aksu,CN,41.12,80.26,78.94,17,38,2.17,scattered clouds,0.0,0.0
468,Hammerfest,NO,70.66,23.68,41.0,93,100,25.28,overcast clouds,0.0,0.0
469,Manzhouli,CN,49.6,117.43,74.3,49,100,9.04,overcast clouds,0.0,0.0
470,Derzhavinsk,KZ,51.1,66.32,56.08,85,100,11.01,overcast clouds,0.0,0.0
471,Effium,NG,6.63,8.06,71.67,96,95,4.97,overcast clouds,0.0,0.0
472,Berlevag,NO,70.86,29.09,43.59,93,100,21.16,overcast clouds,0.0,0.0
473,Darien,US,41.75,-87.97,82.0,88,75,8.05,light rain,0.0,0.0
474,Obando,PH,14.72,120.93,91.99,62,88,3.36,overcast clouds,0.0,0.0
475,Morag,PL,53.92,19.93,59.0,78,100,3.0,overcast clouds,0.0,0.0
476,Henties Bay,NA,-22.12,14.28,69.01,24,0,1.01,clear sky,0.0,0.0
477,Celestun,MX,20.87,-90.4,83.32,76,0,17.63,clear sky,0.0,0.0
478,Bam,IR,29.11,58.36,85.87,14,0,5.46,clear sky,0.0,0.0
479,Makakilo City,US,21.35,-158.09,89.6,46,75,5.82,broken clouds,0.0,0.0
480,Togur,RU,58.36,82.83,64.0,67,100,6.44,overcast clouds,0.0,0.0
481,Si Sa Ket,TH,15.11,104.33,82.0,90,97,11.59,overcast clouds,0.0,0.0
482,Fereydunshahr,IR,32.94,50.12,52.45,44,0,1.54,clear sky,0.0,0.0
483,Wladyslawowo,PL,54.79,18.4,62.01,67,44,6.93,scattered clouds,0.0,0.0
484,Iranshahr,IR,27.2,60.68,87.84,53,1,4.29,clear sky,0.0,0.0
485,Kadyy,RU,57.79,43.19,53.55,77,98,10.6,overcast clouds,0.0,0.0
486,Ha Tinh,VN,18.33,105.9,91.98,54,100,4.45,overcast clouds,0.0,0.0
487,Cruz Alta,BR,-28.64,-53.61,51.8,81,90,16.11,overcast clouds,0.0,0.0
488,Moose Factory,CA,51.26,-80.61,82.4,54,1,5.82,clear sky,0.0,0.0
489,Bedele,ET,8.46,36.35,55.0,100,100,2.71,light rain,0.2,0.0
490,Valley City,US,46.92,-98.0,82.4,94,90,23.04,thunderstorm,0.0,0.0
491,Darhan,MN,49.49,105.92,72.07,54,0,11.27,clear sky,0.0,0.0
492,Gamba,GA,-2.65,10.0,69.49,87,92,1.23,overcast clouds,0.0,0.0
493,Ruvo Di Puglia,IT,41.11,16.49,78.01,64,0,4.7,clear sky,0.0,0.0
494,Borogontsy,RU,62.67,131.17,80.92,29,1,7.18,clear sky,0.0,0.0
495,Caravelas,BR,-17.71,-39.25,68.95,96,40,3.62,scattered clouds,0.0,0.0
496,Humberto De Campos,BR,-2.6,-43.46,74.93,90,16,2.91,few clouds,0.0,0.0
497,Sandpoint,US,48.28,-116.55,57.0,93,75,3.36,moderate rain,1.27,0.0
498,Jasper,US,37.2,-94.35,86.0,62,20,16.11,few clouds,0.0,0.0
499,Kushmurun,KZ,52.45,64.63,51.91,88,100,9.73,overcast clouds,0.0,0.0
500,Shelburne,CA,44.08,-80.2,73.4,64,1,4.7,clear sky,0.0,0.0
501,Rostovka,RU,55.38,71.89,54.66,95,100,8.08,overcast clouds,0.0,0.0
502,Marsa Matruh,EG,31.35,27.25,72.68,86,0,14.38,clear sky,0.0,0.0
503,Norsup,VU,-16.07,167.38,77.0,61,75,8.05,broken clouds,0.0,0.0
504,Forestville,US,38.85,-76.88,84.2,69,40,4.68,scattered clouds,0.0,0.0
505,Jammalamadugu,IN,14.83,78.4,80.91,75,100,8.88,overcast clouds,0.0,0.0
506,Topolovgrad,BG,42.08,26.33,68.0,68,5,3.13,clear sky,0.0,0.0
507,Labuan,MY,5.28,115.24,84.2,83,75,2.24,broken clouds,0.0,0.0
508,Vila Velha,BR,-20.33,-40.29,69.8,88,40,3.36,scattered clouds,0.0,0.0
509,Balkhash,KZ,46.84,74.98,76.53,32,100,8.48,overcast clouds,0.0,0.0
510,Shirokiy,RU,49.76,129.52,76.8,69,0,6.46,clear sky,0.0,0.0
511,Sars,RU,56.55,57.14,46.0,82,0,2.82,clear sky,0.0,0.0
512,Powell River,CA,49.85,-124.54,64.4,63,20,6.93,few clouds,0.0,0.0
513,Miraflores,MX,19.22,-98.81,69.8,52,90,6.93,overcast clouds,0.0,0.0
514,Jeremoabo,BR,-10.07,-38.48,64.96,94,29,4.09,scattered clouds,0.0,0.0
515,Dabat,ET,12.98,37.77,56.84,75,6,2.95,clear sky,0.0,0.0
516,Porto Novo,BJ,6.5,2.6,76.21,87,100,5.35,light rain,0.33,0.0
517,Nandikotkur,IN,15.87,78.27,78.89,80,81,11.23,broken clouds,0.0,0.0
518,Nouadhibou,MR,20.93,-17.03,69.8,83,0,14.99,clear sky,0.0,0.0
519,Prince Rupert,CA,54.32,-130.32,59.0,77,1,6.93,clear sky,0.0,0.0
520,Atherton,GB,53.52,-2.49,55.99,91,87,0.29,overcast clouds,0.0,0.0
521,Sambava,MG,-14.27,50.17,66.38,78,0,9.44,clear sky,0.0,0.0
522,Hope,US,33.67,-93.59,84.0,65,8,1.99,clear sky,0.0,0.0
523,Dapaong,TG,10.86,0.2,76.59,82,96,6.71,light rain,0.94,0.0
524,Poro,PH,10.63,124.41,86.0,70,40,2.24,scattered clouds,0.0,0.0
525,Mae Sai,TH,20.43,99.88,78.8,100,75,2.24,broken clouds,0.0,0.0
526,Gualaquiza,EC,-3.4,-78.55,62.74,90,28,1.23,scattered clouds,0.0,0.0
527,Northam,GB,51.03,-4.22,57.99,96,99,8.01,overcast clouds,0.0,0.0
528,Narang,PK,31.91,74.52,89.6,66,40,3.09,haze,0.0,0.0
529,Atasu,KZ,48.68,71.64,75.0,30,84,1.01,light rain,0.11,0.0
530,Mirnyy,RU,62.54,113.96,80.6,47,0,2.24,clear sky,0.0,0.0
531,Khani,GE,41.96,42.96,66.2,88,75,8.05,broken clouds,0.0,0.0
532,Sur,OM,22.57,59.53,81.77,80,36,11.34,scattered clouds,0.0,0.0
533,Vasterhaninge,SE,59.12,18.1,62.01,49,72,15.3,broken clouds,0.0,0.0
534,Qianguo,CN,45.12,124.86,81.16,42,17,9.48,few clouds,0.0,0.0
535,Marfino,RU,55.7,37.38,64.0,93,75,8.95,broken clouds,0.0,0.0
536,Labuhan,ID,-6.88,112.21,82.35,69,0,4.45,clear sky,0.0,0.0
537,Khash,IR,28.22,61.22,72.36,64,0,5.46,clear sky,0.0,0.0
538,Kabinda,CD,-6.13,24.48,73.72,43,100,4.12,overcast clouds,0.0,0.0
539,Yarada,IN,17.65,83.27,80.6,94,75,3.36,mist,0.0,0.0
540,Choix,MX,26.71,-108.32,82.08,68,99,4.9,moderate rain,1.95,0.0
541,Beloha,MG,-25.17,45.05,60.04,89,4,6.15,clear sky,0.0,0.0
542,Douglas,US,41.3,-96.17,86.0,70,90,5.82,overcast clouds,0.0,0.0
543,Vikhorevka,RU,56.12,101.16,77.0,61,0,4.47,clear sky,0.0,0.0
544,Samarai,PG,-10.62,150.67,78.51,84,91,18.34,light rain,0.89,0.0
545,Impruneta,IT,43.69,11.25,68.0,77,0,3.36,clear sky,0.0,0.0
546,Kahului,US,20.89,-156.47,91.4,43,20,20.8,few clouds,0.0,0.0
547,Chake Chake,TZ,-5.25,39.77,75.25,82,1,11.79,clear sky,0.0,0.0
548,Tambura,SS,5.6,27.47,67.62,96,92,2.84,overcast clouds,0.0,0.0
549,Soyo,AO,-6.13,12.37,71.24,85,19,4.83,few clouds,0.0,0.0
550,Aviles,ES,43.55,-5.92,66.2,82,90,1.12,overcast clouds,0.0,0.0
551,Ilulissat,GL,69.22,-51.1,44.6,70,100,2.24,overcast clouds,0.0,0.0
552,Mackay,AU,-21.15,149.2,71.6,73,17,12.75,few clouds,0.0,0.0
553,Kampot,KH,10.62,104.18,82.4,83,40,3.36,scattered clouds,0.0,0.0
554,Fereydun Kenar,IR,36.69,52.52,68.0,94,0,4.7,clear sky,0.0,0.0
555,Akyab,MM,20.15,92.9,84.18,77,100,6.13,light rain,0.92,0.0
556,Kodinsk,RU,58.69,99.18,77.97,46,31,5.64,scattered clouds,0.0,0.0
557,Lipin Bor,RU,60.26,37.98,56.57,92,100,8.1,overcast clouds,0.0,0.0
558,Kirkuk,IQ,35.47,44.39,75.27,23,0,3.24,clear sky,0.0,0.0
